id,host_id,district,neighbourhood,latitude,longitude,room_type,price,min_stay,reviews,last_review,reviews_per_month,host_listings
12356421,63229593,Eixample,la Dreta de l'Eixample,41.38768,2.16694,Hotel room,350,3,4,2019-02-11,0.11,9
12360157,66713555,Sants-Montjuïc,el Poble Sec,41.3733,2.14932,Entire home/apt,39,31,1,2019-02-28,0.12,1
12371958,1716315,Eixample,la Dreta de l'Eixample,41.39238,2.1755,Entire home/apt,280,4,35,2019-11-02,0.81,7
12372451,5796387,Eixample,la Dreta de l'Eixample,41.39416,2.15829,Private room,119,1,2,2019-06-27,0.18,5
12372966,1391607,Eixample,la Dreta de l'Eixample,41.39094,2.16764,Entire home/apt,90,3,41,2019-10-20,1.02,88
12373247,17532317,Sants-Montjuïc,Sants,41.38066,2.13858,Entire home/apt,75,1,209,2019-10-23,4.82,9
12375972,10979929,Horta-Guinardó,el Carmel,41.41965,2.15745,Private room,39,1,18,2019-09-29,0.42,1
12376520,63229593,Eixample,la Dreta de l'Eixample,41.38615,2.1667,Hotel room,350,3,25,2019-11-03,0.68,9
12378292,9439719,Eixample,la Dreta de l'Eixample,41.39663,2.16103,Entire home/apt,177,3,149,2019-10-22,3.46,2
12378302,299462,Eixample,Sant Antoni,41.37513,2.16663,Entire home/apt,217,1,115,2019-10-05,2.69,69
12393942,38146207,Gràcia,la Salut,41.41067,2.15079,Private room,25,2,145,2019-10-29,3.39,1
12394702,3972936,Eixample,l'Antiga Esquerra de l'Eixample,41.39412,2.15297,Entire home/apt,145,31,2,2018-08-21,0.08,32
12396367,37669251,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38719,2.18116,Private room,30,4,9,2017-07-17,0.21,1
12414795,31159755,Gràcia,la Vila de Gràcia,41.40848,2.15986,Private room,55,4,54,2019-10-22,1.29,1
12416338,62514436,Ciutat Vella,el Raval,41.38047,2.16841,Private room,32,1,2,2016-06-17,0.05,1
12418991,752875,Sants-Montjuïc,el Poble Sec,41.37461,2.1723,Private room,39,3,66,2019-11-07,1.52,1
12425018,4322082,Sant Martí,el Besòs i el Maresme,41.41494,2.21413,Entire home/apt,95,3,141,2019-10-19,3.32,1
12426419,67215230,Eixample,la Nova Esquerra de l'Eixample,41.37856,2.15117,Private room,15,1,0,NA,NA,1
12426953,67217827,Eixample,el Fort Pienc,41.39845,2.18136,Private room,35,3,1,2016-04-14,0.02,1
12430621,25807335,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40211,2.1643,Private room,32,3,109,2019-10-28,2.62,3
12431082,25807335,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4038,2.16373,Private room,32,3,94,2019-10-24,2.94,3
12437203,1986299,Gràcia,la Vila de Gràcia,41.39772,2.156,Entire home/apt,93,32,90,2019-07-26,2.13,18
12444046,8532502,Eixample,el Fort Pienc,41.40184,2.18187,Private room,20,2,2,2016-05-27,0.05,1
12444832,12376694,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41408,2.10519,Private room,45,2,76,2019-10-24,1.93,1
12459077,12595517,Sants-Montjuïc,Sants,41.37626,2.13573,Entire home/apt,120,30,10,2019-08-11,0.25,3
12469879,1485710,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3937,2.14363,Private room,90,3,0,NA,NA,1
12481529,67564171,Ciutat Vella,el Barri Gòtic,41.37987,2.17684,Private room,40,2,93,2019-09-14,2.21,1
12500607,15802369,Gràcia,la Vila de Gràcia,41.40673,2.15225,Entire home/apt,120,3,130,2019-11-08,3.04,2
12503523,6896233,Ciutat Vella,el Barri Gòtic,41.38646,2.17265,Entire home/apt,100,32,2,2018-04-03,0.05,1
12504508,67716125,Sants-Montjuïc,el Poble Sec,41.3728,2.16903,Private room,30,2,165,2019-11-01,3.83,1
12505760,42686705,Ciutat Vella,el Raval,41.38166,2.17021,Private room,30,4,44,2019-10-22,1.03,2
12506292,67723465,Eixample,Sant Antoni,41.38015,2.16054,Entire home/apt,99,2,136,2019-11-04,3.28,1
12509021,67740881,Ciutat Vella,el Barri Gòtic,41.38046,2.17441,Private room,15,2,136,2019-10-17,3.16,1
12510136,67746662,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38353,2.18258,Private room,39,2,166,2019-10-26,3.85,1
12510909,51663590,Sant Martí,el Besòs i el Maresme,41.41354,2.21796,Entire home/apt,45,32,11,2019-05-06,0.27,1
12514918,67778225,Eixample,la Sagrada Família,41.40604,2.175,Entire home/apt,150,1,175,2019-10-22,4.06,1
12517889,41909562,Horta-Guinardó,el Guinardó,41.42309,2.17788,Private room,35,2,7,2017-08-14,0.18,1
12525815,6901727,Gràcia,Vallcarca i els Penitents,41.41386,2.13939,Entire home/apt,116,4,53,2019-09-21,1.24,2
12528102,45101786,Ciutat Vella,el Raval,41.37568,2.17135,Private room,54,3,132,2019-10-31,3.06,1
12531055,2262273,Ciutat Vella,el Raval,41.38432,2.16666,Entire home/apt,70,32,1,2017-12-01,0.04,15
12531069,19866338,Eixample,la Dreta de l'Eixample,41.38946,2.16564,Private room,65,1,2,2016-05-24,0.05,1
12534026,61081652,Sants-Montjuïc,la Font de la Guatlla,41.37212,2.14937,Hotel room,250,2,33,2019-09-16,1.01,5
12537387,67923328,Sants-Montjuïc,Sants,41.37514,2.13297,Private room,27,5,4,2016-11-30,0.1,2
12538425,67929709,Les Corts,Pedralbes,41.38637,2.10841,Private room,63,2,49,2019-07-23,1.15,2
12540565,60761891,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40687,2.16796,Private room,33,3,92,2019-07-10,2.17,2
12549293,37029706,Eixample,el Fort Pienc,41.39662,2.17846,Private room,68,2,122,2019-10-10,2.89,1
12552795,35197138,Eixample,Sant Antoni,41.37957,2.15908,Private room,40,3,149,2019-10-21,3.78,1
12553876,68051395,Gràcia,la Vila de Gràcia,41.4084,2.15738,Private room,25,3,100,2019-11-08,2.38,2
12554868,1391607,Sant Martí,el Parc i la Llacuna del Poblenou,41.39393,2.19129,Entire home/apt,110,3,40,2019-11-04,0.93,88
12556633,28388457,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38749,2.17472,Entire home/apt,500,2,32,2019-10-24,0.77,10
12556845,43505134,Ciutat Vella,el Raval,41.37813,2.17135,Private room,25,1,159,2019-10-14,3.72,3
12568274,68141584,Eixample,la Sagrada Família,41.40758,2.17404,Private room,100,1,2,2016-05-04,0.05,1
12580717,299462,Ciutat Vella,el Raval,41.37855,2.16722,Entire home/apt,165,1,89,2019-10-16,2.09,69
12581510,67708936,Sarrià-Sant Gervasi,les Tres Torres,41.39295,2.1318,Private room,45,3,64,2019-10-13,1.48,1
12583783,68249932,Eixample,la Dreta de l'Eixample,41.38955,2.17515,Entire home/apt,320,3,14,2019-06-16,0.34,1
12584187,26721284,Ciutat Vella,el Raval,41.37821,2.17209,Entire home/apt,65,32,0,NA,NA,1
12585152,68258475,Sants-Montjuïc,Hostafrancs,41.37336,2.14448,Private room,50,1,262,2019-11-03,6.06,2
12587201,68272406,Eixample,Sant Antoni,41.37523,2.15999,Entire home/apt,240,3,11,2019-07-15,0.28,1
12588632,3404072,Eixample,la Sagrada Família,41.407,2.17573,Entire home/apt,15,31,16,2019-10-06,0.37,1
12598046,8130906,Eixample,la Dreta de l'Eixample,41.40008,2.17265,Hotel room,336,1,22,2019-09-29,0.53,43
12598354,68356937,Eixample,la Dreta de l'Eixample,41.39819,2.16851,Entire home/apt,185,3,90,2019-09-30,2.18,1
12600920,67038599,Sants-Montjuïc,la Font de la Guatlla,41.37309,2.1476,Private room,50,1,223,2019-11-03,6.08,2
12608044,68430477,Horta-Guinardó,el Guinardó,41.41561,2.17437,Private room,30,10,15,2019-08-31,0.36,1
12621788,49896352,Horta-Guinardó,el Guinardó,41.41804,2.1713,Private room,40,5,150,2019-10-18,3.49,9
12622252,17093533,Eixample,la Dreta de l'Eixample,41.39512,2.16916,Entire home/apt,290,3,156,2019-11-06,3.69,2
12627328,68561294,Gràcia,la Vila de Gràcia,41.39967,2.15866,Private room,40,1,0,NA,NA,1
12628165,68567095,Eixample,la Dreta de l'Eixample,41.39543,2.176,Private room,30,1,1,2016-04-27,0.02,1
12634537,20439333,Ciutat Vella,el Raval,41.37631,2.17412,Entire home/apt,150,3,123,2019-10-18,2.89,1
12664089,7843388,Eixample,l'Antiga Esquerra de l'Eixample,41.38918,2.16194,Entire home/apt,349,2,77,2019-10-13,1.93,40
12668545,1275637,Eixample,l'Antiga Esquerra de l'Eixample,41.3891,2.1608,Entire home/apt,177,1,99,2019-10-21,2.38,32
12670037,47420556,Ciutat Vella,el Raval,41.38062,2.164,Entire home/apt,49,3,13,2019-11-02,0.31,2
12673013,17469787,Nou Barris,Vilapicina i la Torre Llobeta,41.42922,2.17731,Private room,30,1,63,2019-10-27,1.5,2
12678418,21640636,Ciutat Vella,el Raval,41.38178,2.16557,Private room,50,1,0,NA,NA,2
12682318,25922070,Les Corts,les Corts,41.38507,2.13311,Private room,22,3,114,2019-10-26,2.67,1
12693694,67751158,Sants-Montjuïc,el Poble Sec,41.37299,2.16288,Entire home/apt,85,3,189,2019-10-31,4.78,1
12694295,6797428,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38408,2.17977,Entire home/apt,145,3,30,2019-07-10,0.89,15
12694296,6797428,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38251,2.18104,Entire home/apt,155,3,79,2019-11-05,1.89,15
12695277,69002561,Eixample,la Sagrada Família,41.40329,2.17345,Private room,36,1,278,2019-10-06,6.48,2
12695395,55394382,Ciutat Vella,el Raval,41.37987,2.16446,Private room,60,1,0,NA,NA,1
12695439,69002083,Eixample,la Sagrada Família,41.40734,2.17584,Private room,22,1,13,2018-12-31,0.43,2
12695837,69005335,Ciutat Vella,el Raval,41.37735,2.16799,Private room,35,1,0,NA,NA,1
12698020,33776136,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38832,2.18098,Private room,65,1,75,2019-11-03,9.41,2
12700122,4472095,Gràcia,la Vila de Gràcia,41.39884,2.15963,Entire home/apt,120,3,48,2019-09-16,1.22,3
12710352,17567595,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38871,2.18097,Entire home/apt,77,2,164,2019-10-24,3.9,1
12711740,66045682,Sants-Montjuïc,el Poble Sec,41.37183,2.16384,Private room,26,3,115,2019-10-21,2.76,2
12718539,3972936,Eixample,l'Antiga Esquerra de l'Eixample,41.3945,2.15434,Entire home/apt,80,31,4,2017-06-07,0.12,32
12720154,67929709,Les Corts,Pedralbes,41.38642,2.10996,Private room,107,3,24,2019-08-17,0.6,2
12727132,1333556,Ciutat Vella,el Raval,41.3782,2.17468,Private room,150,31,6,2019-04-16,0.15,5
12744365,2183341,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40452,2.16471,Private room,44,2,17,2019-02-26,0.4,1
12744761,28388457,Eixample,la Dreta de l'Eixample,41.38903,2.17357,Entire home/apt,500,4,6,2019-07-15,0.22,10
12747743,69335216,Eixample,la Sagrada Família,41.40272,2.17814,Private room,30,3,136,2019-11-05,3.2,1
12749303,38082619,Sant Andreu,Sant Andreu,41.44313,2.19462,Private room,43,1,168,2019-10-25,3.93,1
12749904,34055168,Sant Martí,el Camp de l'Arpa del Clot,41.40908,2.18524,Private room,40,2,31,2019-10-06,0.73,2
12757309,69395559,Eixample,l'Antiga Esquerra de l'Eixample,41.39114,2.1499,Entire home/apt,330,3,40,2019-10-24,0.98,1
12758910,55031699,Ciutat Vella,el Barri Gòtic,41.3843,2.17534,Private room,39,5,127,2019-10-21,3.11,2
12765515,69454435,Horta-Guinardó,el Guinardó,41.41885,2.16945,Private room,19,30,50,2018-06-11,1.17,1
12777273,31150204,Nou Barris,Vilapicina i la Torre Llobeta,41.42937,2.17321,Private room,90,5,23,2017-09-29,0.54,3
12778709,17839020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38491,2.18322,Private room,85,1,281,2019-10-25,6.73,2
12779419,17839020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3834,2.18329,Private room,96,1,292,2019-10-20,6.92,2
12788675,21059720,Sant Andreu,la Sagrera,41.42083,2.19001,Private room,25,1,1,2016-05-14,0.02,1
12790610,64725391,Sants-Montjuïc,Sants,41.38064,2.13732,Private room,40,1,20,2019-08-19,0.65,2
12802478,69002561,Eixample,la Sagrada Família,41.40511,2.17212,Private room,34,1,275,2019-10-24,6.44,2
12804619,6330333,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40627,2.13726,Private room,70,1,24,2019-08-22,0.77,3
12804942,69783849,Ciutat Vella,el Raval,41.3781,2.16762,Private room,40,2,76,2019-06-25,1.79,1
12806728,10472940,Ciutat Vella,el Raval,41.3805,2.1726,Private room,52,3,74,2019-10-31,1.73,1
12807518,25192724,Sants-Montjuïc,Sants,41.38045,2.13444,Private room,28,15,57,2019-06-16,1.44,1
12808754,69818655,Sant Martí,Sant Martí de Provençals,41.41585,2.19619,Private room,30,1,202,2019-11-06,4.73,1
12808969,3911721,Sant Andreu,Navas,41.41486,2.18823,Private room,30,1,7,2019-08-13,0.89,40
12809835,12835285,Eixample,la Dreta de l'Eixample,41.39931,2.16548,Private room,67,3,154,2019-11-03,3.81,1
12811185,69849079,Sant Martí,la Verneda i la Pau,41.42393,2.20509,Private room,65,3,145,2019-11-04,3.4,1
12813120,69868887,Les Corts,les Corts,41.39067,2.13916,Private room,39,1,8,2017-06-01,0.19,1
12816386,131794,Eixample,la Dreta de l'Eixample,41.39676,2.1686,Entire home/apt,199,1,65,2019-10-06,1.57,24
12817831,51561353,Eixample,el Fort Pienc,41.39684,2.18255,Entire home/apt,140,4,66,2019-10-12,1.73,1
12819460,56257974,Ciutat Vella,el Raval,41.3818,2.17041,Private room,30,3,143,2019-11-07,3.37,1
12822901,780696,Sant Martí,el Parc i la Llacuna del Poblenou,41.3931,2.18843,Private room,33,4,40,2019-09-29,0.98,1
12824126,10704,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38592,2.17729,Entire home/apt,120,32,2,2017-01-02,0.05,68
12824656,69970452,Eixample,l'Antiga Esquerra de l'Eixample,41.39294,2.15128,Entire home/apt,420,3,4,2019-05-18,0.49,2
12824857,10099226,Ciutat Vella,el Raval,41.37819,2.17337,Private room,29,1,4,2016-05-26,0.09,2
12829877,14361185,Eixample,la Sagrada Família,41.4073,2.18135,Private room,42,1,6,2017-07-01,0.14,1
12833452,63904005,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40823,2.16397,Private room,45,2,54,2019-11-03,1.26,1
12841560,70121120,Ciutat Vella,la Barceloneta,41.38046,2.18719,Private room,20,1,10,2016-09-12,0.23,1
12847213,10886489,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38376,2.18044,Private room,45,1,1,2016-05-16,0.02,1
12847820,6544866,Eixample,la Dreta de l'Eixample,41.39171,2.17331,Entire home/apt,145,1,105,2019-10-20,2.55,10
12848625,70183941,Gràcia,la Vila de Gràcia,41.40012,2.15508,Entire home/apt,140,3,25,2018-09-02,0.62,1
12852275,12962490,Ciutat Vella,el Raval,41.38172,2.1647,Private room,52,2,149,2019-10-22,3.5,2
12854085,70236248,Nou Barris,Vilapicina i la Torre Llobeta,41.42924,2.18235,Private room,29,1,81,2019-11-07,1.91,2
12858429,70278696,Eixample,la Dreta de l'Eixample,41.39826,2.17123,Entire home/apt,120,4,114,2019-11-02,2.83,1
12860806,3972936,Eixample,l'Antiga Esquerra de l'Eixample,41.39432,2.15424,Entire home/apt,175,31,0,NA,NA,32
12861579,69815537,Ciutat Vella,el Raval,41.38209,2.17194,Entire home/apt,115,30,7,2019-09-01,0.36,10
12863712,3744544,Eixample,la Dreta de l'Eixample,41.38951,2.17089,Entire home/apt,204,3,91,2019-10-25,2.15,34
12866743,1432835,Eixample,Sant Antoni,41.37726,2.15753,Entire home/apt,85,3,98,2019-10-23,2.39,37
12868441,35537249,Gràcia,la Vila de Gràcia,41.40121,2.15741,Private room,42,3,149,2019-10-30,3.75,1
12869509,70372400,Ciutat Vella,la Barceloneta,41.37928,2.18967,Private room,35,3,4,2016-09-12,0.1,1
12882521,3556337,Gràcia,la Vila de Gràcia,41.40135,2.15872,Entire home/apt,150,5,41,2019-10-31,0.99,14
12885602,27159185,Eixample,Sant Antoni,41.37634,2.16107,Entire home/apt,80,1,66,2019-10-07,1.57,15
12888392,59637983,Eixample,la Dreta de l'Eixample,41.39739,2.17672,Private room,20,1,9,2019-10-31,0.26,3
12894713,3556337,Gràcia,la Vila de Gràcia,41.40131,2.15924,Entire home/apt,160,6,33,2019-09-07,0.82,14
12894714,3556337,Eixample,la Sagrada Família,41.40509,2.18038,Entire home/apt,180,5,51,2019-11-03,1.26,14
12895521,10380563,Ciutat Vella,el Barri Gòtic,41.38263,2.17955,Entire home/apt,46,32,11,2019-05-10,0.28,44
12900536,40802377,Eixample,la Sagrada Família,41.40444,2.17243,Private room,25,2,65,2019-10-14,1.57,1
12902130,16626768,Horta-Guinardó,el Baix Guinardó,41.41136,2.16564,Private room,35,2,99,2019-10-31,2.35,2
12902857,13074706,Sants-Montjuïc,Sants,41.38136,2.14188,Private room,43,4,10,2019-02-28,0.25,4
12908145,70748591,Eixample,la Dreta de l'Eixample,41.38916,2.17407,Private room,79,2,2,2016-06-26,0.05,2
12909232,70758535,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38678,2.17783,Private room,70,2,34,2019-03-24,0.81,1
12909738,15811680,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38675,2.17769,Private room,85,10,15,2019-08-06,0.35,1
12913113,70530657,Eixample,l'Antiga Esquerra de l'Eixample,41.39139,2.14731,Entire home/apt,120,3,155,2019-11-01,3.67,1
12914710,58874223,Eixample,el Fort Pienc,41.39467,2.1782,Private room,26,4,7,2017-06-29,0.17,2
12924541,69156022,Eixample,Sant Antoni,41.38017,2.15821,Private room,24,1,86,2019-10-29,2.03,4
12924738,69156022,Eixample,Sant Antoni,41.37962,2.15781,Private room,22,1,74,2019-11-02,1.74,4
12927834,8876390,Eixample,la Sagrada Família,41.4065,2.17653,Entire home/apt,98,3,188,2019-10-22,4.99,6
12928182,51148799,Ciutat Vella,el Barri Gòtic,41.37694,2.17738,Private room,80,1,268,2019-11-02,6.35,1
12929522,2833463,Eixample,la Sagrada Família,41.40284,2.18283,Private room,47,3,89,2019-11-05,2.1,2
12929622,70968207,Eixample,la Sagrada Família,41.40612,2.16983,Private room,20,1,91,2019-10-28,2.21,2
12938496,3775349,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38254,2.18205,Hotel room,150,32,0,NA,NA,30
12941605,10693680,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38643,2.18216,Entire home/apt,47,32,3,2016-10-07,0.07,32
12942430,3376710,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38756,2.18155,Entire home/apt,47,32,2,2019-07-03,0.14,41
12943964,3376710,Sants-Montjuïc,el Poble Sec,41.37403,2.14788,Entire home/apt,50,32,1,2018-03-07,0.05,41
12944567,2759239,Eixample,Sant Antoni,41.37656,2.15756,Entire home/apt,15,31,21,2018-06-02,0.51,1
12950686,71148083,Eixample,Sant Antoni,41.37969,2.1561,Private room,35,2,50,2019-10-09,1.19,3
12952728,71148083,Eixample,Sant Antoni,41.37922,2.15595,Private room,35,2,39,2019-09-24,0.92,3
12958616,67550783,Les Corts,la Maternitat i Sant Ramon,41.37916,2.12655,Private room,25,2,4,2016-09-25,0.1,1
12960189,8130906,Eixample,Sant Antoni,41.37666,2.15793,Entire home/apt,315,3,80,2019-10-27,1.95,43
12967617,71326430,Sant Martí,la Vila Olímpica del Poblenou,41.39126,2.19533,Private room,75,3,18,2018-08-28,0.43,1
12970502,70539514,Ciutat Vella,la Barceloneta,41.37648,2.18962,Entire home/apt,65,5,37,2019-09-28,0.88,1
12976451,3403659,Eixample,la Sagrada Família,41.40245,2.175,Entire home/apt,95,31,8,2016-09-15,0.2,5
12976738,10839429,Gràcia,la Vila de Gràcia,41.40088,2.15928,Private room,40,3,0,NA,NA,1
12978453,8130906,Eixample,la Dreta de l'Eixample,41.39219,2.16959,Hotel room,273,1,4,2019-08-10,0.11,43
12980088,71450583,Ciutat Vella,el Barri Gòtic,41.38082,2.17707,Private room,41,2,0,NA,NA,1
12983908,2413056,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41165,2.16041,Private room,26,3,44,2019-10-23,1.05,1
12985982,27880183,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3854,2.18092,Private room,25,1,2,2016-07-04,0.05,1
12994549,70236248,Nou Barris,Vilapicina i la Torre Llobeta,41.4295,2.1812,Private room,34,1,63,2019-10-24,1.55,2
12994881,42214311,Eixample,la Dreta de l'Eixample,41.39691,2.16241,Private room,52,2,189,2019-10-15,4.59,1
12997350,48231315,Ciutat Vella,el Raval,41.38194,2.16809,Private room,50,2,57,2019-10-21,1.36,1
12998166,5845530,Eixample,la Dreta de l'Eixample,41.39386,2.17164,Private room,42,4,6,2017-09-21,0.15,1
12999973,17094929,Eixample,la Nova Esquerra de l'Eixample,41.37773,2.14888,Entire home/apt,135,4,141,2019-10-31,3.48,2
13009615,32037490,Eixample,la Dreta de l'Eixample,41.40104,2.16824,Entire home/apt,90,2,108,2019-09-01,2.62,77
13009911,70624594,Eixample,Sant Antoni,41.37727,2.15757,Entire home/apt,199,2,87,2019-09-27,2.26,6
13013764,4425048,Sant Martí,el Clot,41.40748,2.18834,Private room,80,1,1,2016-05-16,0.02,2
13014171,67697776,Eixample,Sant Antoni,41.37608,2.16198,Entire home/apt,95,3,0,NA,NA,1
13016044,8021208,Ciutat Vella,el Raval,41.37949,2.16757,Private room,500,3,0,NA,NA,1
13016271,71836437,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40873,2.21161,Private room,40,4,55,2019-10-17,1.31,1
13026543,20256828,Sant Martí,Provençals del Poblenou,41.41554,2.20353,Private room,25,3,40,2019-10-02,0.94,2
13030499,46140441,Eixample,la Dreta de l'Eixample,41.38985,2.16371,Private room,70,3,2,2016-06-06,0.05,2
13030914,28869862,Sants-Montjuïc,Hostafrancs,41.37318,2.14284,Private room,45,3,0,NA,NA,1
13035530,47824385,Horta-Guinardó,el Guinardó,41.4169,2.16973,Private room,42,2,11,2019-08-25,0.68,1
13041366,69755484,Nou Barris,les Roquetes,41.44794,2.17416,Private room,29,2,5,2019-08-18,0.16,1
13043809,46935692,Sant Martí,el Clot,41.40902,2.18775,Private room,30,4,88,2019-10-06,2.1,3
13044882,16635144,Eixample,el Fort Pienc,41.40143,2.18117,Private room,39,2,58,2019-10-16,1.37,1
13057411,14025818,Ciutat Vella,el Raval,41.38037,2.17304,Private room,60,1,2,2016-08-07,0.05,1
13058717,72318227,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.41021,2.21001,Private room,30,3,0,NA,NA,1
13059626,46140441,Eixample,la Dreta de l'Eixample,41.38961,2.16334,Private room,70,3,1,2016-06-01,0.02,2
13059642,64162295,Ciutat Vella,el Barri Gòtic,41.38089,2.17354,Private room,40,1,83,2019-10-11,1.98,1
13069815,12808705,Ciutat Vella,el Raval,41.37759,2.1709,Private room,30,3,151,2019-10-23,3.82,2
13074903,17751441,Eixample,Sant Antoni,41.38387,2.16141,Entire home/apt,189,4,74,2019-10-11,1.86,8
13076706,1333556,Ciutat Vella,el Raval,41.37614,2.17517,Private room,38,31,0,NA,NA,5
13079105,3333326,Gràcia,la Vila de Gràcia,41.40113,2.15738,Private room,30,1,28,2017-07-31,0.72,1
13086371,72627055,Eixample,el Fort Pienc,41.40121,2.18023,Private room,25,3,1,2016-07-11,0.02,1
13087306,8691606,Sants-Montjuïc,Sants,41.37526,2.13324,Private room,80,5,6,2019-02-28,0.15,1
13088376,27159185,Eixample,el Fort Pienc,41.39724,2.18153,Entire home/apt,95,1,28,2019-10-18,0.67,15
13090869,38991803,Ciutat Vella,el Raval,41.38213,2.16477,Private room,64,3,60,2019-10-19,1.43,1
13093469,16254397,Eixample,Sant Antoni,41.37619,2.15144,Private room,30,1,3,2016-05-25,0.07,1
13103577,2262273,Ciutat Vella,el Barri Gòtic,41.38126,2.18086,Entire home/apt,180,32,3,2019-07-08,0.19,15
13104558,1757501,Gràcia,la Vila de Gràcia,41.40001,2.15482,Private room,85,3,4,2019-08-27,0.1,1
13106697,2748428,Sant Martí,el Poblenou,41.4,2.20643,Entire home/apt,95,2,174,2019-11-06,4.19,2
13108452,27573426,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38813,2.17618,Entire home/apt,49,32,9,2019-08-04,0.23,22
13111458,72896527,Gràcia,la Vila de Gràcia,41.40174,2.16311,Private room,37,2,81,2019-10-29,1.94,1
13114888,72935372,Eixample,el Fort Pienc,41.40076,2.17911,Private room,49,2,178,2019-10-18,4.28,1
13115342,27160648,Sant Martí,el Parc i la Llacuna del Poblenou,41.39087,2.18338,Private room,50,1,4,2016-07-05,0.1,1
13118778,958218,Ciutat Vella,el Raval,41.37849,2.1689,Entire home/apt,40,30,19,2019-10-19,0.46,2
13120331,299462,Eixample,la Nova Esquerra de l'Eixample,41.38398,2.14707,Entire home/apt,152,1,38,2019-10-30,0.91,69
13123272,10249776,Eixample,la Dreta de l'Eixample,41.39068,2.16161,Entire home/apt,496,3,41,2019-10-22,1.09,8
13123867,72984879,Ciutat Vella,el Raval,41.3813,2.17172,Entire home/apt,75,45,0,NA,NA,15
13124171,5406180,Gràcia,la Vila de Gràcia,41.40397,2.15897,Entire home/apt,90,3,251,2019-11-05,5.97,1
13126110,22002052,Sant Martí,el Parc i la Llacuna del Poblenou,41.39516,2.1922,Private room,35,2,41,2019-10-17,0.98,2
13129973,72696923,Nou Barris,Vilapicina i la Torre Llobeta,41.42845,2.18331,Private room,31,2,105,2019-10-28,2.49,2
13130286,23094267,Eixample,Sant Antoni,41.37677,2.15495,Private room,40,1,20,2019-11-03,0.48,1
13131181,4627509,Eixample,la Sagrada Família,41.40816,2.17526,Entire home/apt,70,3,169,2019-10-27,4.01,2
13131433,41832053,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40262,2.14294,Entire home/apt,135,3,81,2019-10-21,1.97,4
13132398,73145097,Gràcia,la Vila de Gràcia,41.401,2.16423,Private room,42,3,47,2019-11-06,1.19,1
13134327,299462,Eixample,la Dreta de l'Eixample,41.39187,2.16389,Entire home/apt,167,1,146,2019-11-01,3.67,69
13135383,8110619,Eixample,l'Antiga Esquerra de l'Eixample,41.38653,2.16126,Private room,45,3,87,2019-11-06,2.27,6
13148556,10289000,Gràcia,la Vila de Gràcia,41.4065,2.15583,Private room,50,1,59,2019-10-23,1.41,1
13150410,9747190,Sants-Montjuïc,la Marina de Port,41.3614,2.1409,Private room,35,2,15,2019-10-10,0.37,1
13151223,51254827,Sant Martí,el Camp de l'Arpa del Clot,41.41182,2.17977,Private room,35,2,142,2019-11-02,3.38,1
13160375,73489179,Eixample,Sant Antoni,41.37599,2.16087,Private room,30,3,20,2017-08-12,0.49,1
13160475,73492053,Gràcia,la Vila de Gràcia,41.40421,2.15822,Private room,130,1,11,2017-07-23,0.27,1
13160787,10249776,Eixample,la Dreta de l'Eixample,41.39334,2.16368,Entire home/apt,375,3,40,2019-10-22,1.12,8
13161668,10249776,Eixample,la Dreta de l'Eixample,41.39478,2.16524,Entire home/apt,300,3,43,2019-10-18,1.1,8
13165887,10249776,Eixample,la Dreta de l'Eixample,41.39294,2.1653,Entire home/apt,295,3,39,2019-10-11,1.03,8
