id,host_id,district,neighbourhood,latitude,longitude,room_type,price,min_stay,reviews,last_review,reviews_per_month,host_listings
18666,71615,Sant Martí,el Camp de l'Arpa del Clot,41.40889,2.18555,Entire home/apt,130,3,1,2015-10-10,0.02,30
18674,71615,Eixample,la Sagrada Família,41.4042,2.17306,Entire home/apt,60,1,20,2019-10-19,0.25,30
23197,90417,Sant Martí,el Besòs i el Maresme,41.41203,2.22114,Entire home/apt,210,3,51,2019-09-29,0.48,2
25786,108310,Gràcia,la Vila de Gràcia,41.40145,2.15645,Private room,32,1,268,2019-11-06,2.38,1
31958,136853,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4095,2.15938,Entire home/apt,60,1,182,2019-10-16,1.71,39
32471,136853,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40928,2.16112,Entire home/apt,70,1,90,2019-11-05,0.84,39
32615,141199,Les Corts,les Corts,41.3872,2.14088,Private room,30,29,19,2014-05-12,0.17,1
32711,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40464,2.16954,Entire home/apt,140,2,59,2019-10-19,0.58,14
34241,73163,Ciutat Vella,el Barri Gòtic,41.37916,2.17535,Private room,100,5,8,2013-07-15,0.07,2
34981,73163,Ciutat Vella,el Barri Gòtic,41.37859,2.1773,Entire home/apt,250,4,142,2019-10-08,1.28,2
35379,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15274,Private room,40,2,277,2019-10-30,2.97,4
35388,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39065,2.15196,Private room,30,2,231,2019-10-13,2.25,4
35390,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39153,2.15125,Private room,30,2,228,2019-11-08,2.5,4
35392,152232,Eixample,l'Antiga Esquerra de l'Eixample,41.39082,2.15078,Private room,45,2,203,2019-11-06,3.24,4
36763,158596,Ciutat Vella,la Barceloneta,41.37906,2.19141,Private room,38,2,73,2019-10-15,0.74,1
40983,177617,Eixample,la Dreta de l'Eixample,41.3956,2.16761,Entire home/apt,130,2,327,2019-11-02,3.2,3
46153,90417,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776,2.17782,Entire home/apt,46,32,2,2018-09-30,0.02,2
49213,208154,Sants-Montjuïc,el Poble Sec,41.37315,2.1664,Private room,35,3,48,2019-09-27,0.63,2
49968,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40631,2.16945,Entire home/apt,140,2,39,2019-09-02,0.39,14
50066,135703,Eixample,el Fort Pienc,41.39821,2.17966,Entire home/apt,180,2,55,2019-08-06,0.54,14
58512,280070,Sant Martí,el Camp de l'Arpa del Clot,41.41099,2.18119,Entire home/apt,105,5,376,2019-10-29,3.59,1
61444,297545,Eixample,la Dreta de l'Eixample,41.38901,2.16552,Entire home/apt,105,2,49,2019-11-03,0.65,5
67065,136853,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15089,Entire home/apt,77,1,81,2019-10-08,0.8,39
68547,340570,Ciutat Vella,el Barri Gòtic,41.38072,2.17811,Private room,49,2,89,2019-10-20,0.86,1
70099,353987,Ciutat Vella,el Raval,41.37828,2.1708,Private room,49,2,358,2019-10-31,3.37,1
71520,366428,Gràcia,Vallcarca i els Penitents,41.41837,2.13419,Entire home/apt,250,7,1,2011-06-23,0.01,1
71553,366654,Eixample,el Fort Pienc,41.3974,2.17682,Entire home/apt,140,2,48,2019-10-21,0.46,10
71603,366654,Eixample,la Dreta de l'Eixample,41.39038,2.17606,Entire home/apt,390,3,37,2019-06-02,0.35,10
71736,368317,Ciutat Vella,el Raval,41.38321,2.16656,Entire home/apt,60,32,11,2016-07-14,0.11,4
72793,368317,Ciutat Vella,el Raval,41.38248,2.16415,Entire home/apt,50,32,2,2014-08-27,0.02,4
73455,383697,Ciutat Vella,el Raval,41.38422,2.16701,Entire home/apt,153,2,109,2019-10-20,1.39,16
73683,135703,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506,2.17081,Entire home/apt,300,2,162,2019-10-08,1.58,14
73692,297545,Eixample,la Dreta de l'Eixample,41.39108,2.16521,Entire home/apt,105,2,40,2019-11-04,0.45,5
73693,297545,Sants-Montjuïc,el Poble Sec,41.37163,2.16591,Entire home/apt,65,2,44,2019-10-11,0.66,5
73700,297545,Sants-Montjuïc,el Poble Sec,41.37335,2.16165,Entire home/apt,65,2,78,2019-10-29,0.89,5
74562,382031,Ciutat Vella,el Raval,41.38255,2.16836,Private room,60,3,201,2019-11-02,1.91,1
75003,396363,Eixample,la Sagrada Família,41.40445,2.17765,Entire home/apt,87,2,11,2019-08-14,0.11,99
75411,400154,Sant Martí,el Clot,41.40825,2.18729,Entire home/apt,125,3,29,2019-11-02,0.3,5
80004,431839,Sants-Montjuïc,el Poble Sec,41.37188,2.16656,Entire home/apt,107,4,126,2019-10-06,1.22,1
83283,700165,Eixample,Sant Antoni,41.38227,2.16141,Private room,38,3,107,2019-10-20,1.03,4
89756,488117,Ciutat Vella,el Raval,41.37815,2.16894,Entire home/apt,350,6,16,2019-10-19,0.19,6
89776,488151,Eixample,el Fort Pienc,41.39377,2.1795,Entire home/apt,65,3,318,2019-10-28,3.26,1
95719,509260,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3839,2.18011,Private room,53,2,230,2019-10-20,2.21,1
97529,497450,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40906,2.16539,Entire home/apt,40,60,64,2019-08-23,0.66,1
100256,527201,Ciutat Vella,la Barceloneta,41.37983,2.19249,Entire home/apt,95,32,54,2019-09-22,0.6,2
104485,543801,Eixample,l'Antiga Esquerra de l'Eixample,41.39119,2.15641,Private room,35,2,189,2019-11-04,1.89,1
107437,556626,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,148,3,54,2019-10-28,0.53,1
109462,396363,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40264,2.16717,Entire home/apt,89,2,2,2019-05-17,0.24,99
110041,396363,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40244,2.16564,Entire home/apt,84,2,14,2019-10-27,0.16,99
110098,396363,Ciutat Vella,el Barri Gòtic,41.3805,2.17932,Entire home/apt,84,2,16,2019-10-29,0.16,99
112538,567180,Eixample,la Sagrada Família,41.40549,2.17368,Entire home/apt,200,4,79,2019-06-23,0.77,13
117010,567180,Eixample,la Sagrada Família,41.40745,2.17401,Entire home/apt,220,2,35,2018-11-21,0.35,13
118228,567180,Eixample,la Sagrada Família,41.40593,2.17575,Entire home/apt,230,2,15,2017-02-19,0.15,13
119546,603336,Ciutat Vella,el Raval,41.37969,2.16532,Private room,55,3,311,2019-11-03,3.02,1
128463,635253,Sants-Montjuïc,Sants,41.37242,2.13637,Private room,45,3,273,2019-11-07,2.74,1
130227,641496,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40646,2.21282,Private room,50,2,103,2019-10-27,1.53,1
135513,664196,Sant Martí,el Poblenou,41.39841,2.20613,Entire home/apt,80,2,124,2019-10-23,1.26,1
136670,610674,Les Corts,Pedralbes,41.38846,2.12351,Private room,35,30,128,2019-08-27,1.29,5
138055,567180,Eixample,la Sagrada Família,41.40764,2.17573,Entire home/apt,250,3,90,2019-10-06,2.19,13
142121,620454,Ciutat Vella,el Barri Gòtic,41.38169,2.17553,Entire home/apt,44,31,27,2017-09-20,0.28,2
144471,700165,Eixample,Sant Antoni,41.38226,2.15898,Private room,38,3,36,2019-10-18,0.35,4
147275,711907,Horta-Guinardó,el Guinardó,41.42318,2.17501,Private room,14,4,91,2019-10-26,1.66,1
153376,737399,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38792,2.17768,Private room,65,2,7,2019-10-11,1.32,1
154281,742068,Ciutat Vella,el Raval,41.37799,2.17281,Private room,50,2,275,2019-10-22,2.78,2
154437,474355,Eixample,l'Antiga Esquerra de l'Eixample,41.39106,2.1509,Private room,39,7,77,2019-10-01,0.77,1
158238,759411,Les Corts,les Corts,41.38416,2.13636,Entire home/apt,180,2,116,2019-08-10,1.15,3
162091,567180,Eixample,la Sagrada Família,41.40532,2.17427,Entire home/apt,149,2,41,2018-12-09,0.45,13
163490,713364,Eixample,la Dreta de l'Eixample,41.39106,2.1766200000000002,Entire home/apt,160,3,159,2019-10-19,1.76,1
164456,784341,Ciutat Vella,el Barri Gòtic,41.38341,2.17257,Private room,70,5,97,2019-07-07,0.99,2
168172,801450,Ciutat Vella,la Barceloneta,41.37821,2.19025,Entire home/apt,100,2,10,2019-10-22,0.11,2
171646,400154,Sant Martí,el Clot,41.40696,2.18711,Entire home/apt,105,3,42,2019-10-02,0.53,5
171816,400154,Sant Martí,el Camp de l'Arpa del Clot,41.40828,2.18622,Entire home/apt,115,3,10,2019-08-21,0.13,5
174382,567180,Eixample,la Sagrada Família,41.40616,2.17423,Entire home/apt,149,2,56,2019-10-04,1.13,13
179550,859557,Sant Andreu,Sant Andreu,41.43484,2.19234,Private room,20,10,6,2016-12-01,0.06,1
179619,860071,Sants-Montjuïc,Sants,41.37151,2.13607,Private room,27,3,50,2018-09-28,0.5,3
181824,852032,Sant Martí,Provençals del Poblenou,41.40846,2.2042,Private room,39,2,272,2019-10-24,2.71,1
184516,784341,Ciutat Vella,el Barri Gòtic,41.38199,2.17357,Private room,80,3,47,2019-07-17,0.48,2
186540,896554,Sant Martí,el Clot,41.41076,2.19078,Entire home/apt,36,32,10,2019-05-08,0.25,1
186542,896372,Eixample,la Dreta de l'Eixample,41.39326,2.17386,Private room,33,2,49,2013-06-20,0.49,1
186598,896690,Ciutat Vella,el Raval,41.3818,2.16527,Private room,35,2,378,2019-11-04,3.82,1
188267,366654,Eixample,la Dreta de l'Eixample,41.39368,2.17614,Entire home/apt,340,2,80,2019-10-13,0.81,10
190348,919480,Les Corts,Pedralbes,41.39009,2.12588,Private room,46,7,1,2016-06-09,0.02,1
193923,939590,Horta-Guinardó,Horta,41.43846,2.1556,Private room,20,3,123,2019-10-06,1.23,1
194460,944355,Sant Martí,el Besòs i el Maresme,41.41431,2.21686,Private room,21,2,318,2019-10-27,3.28,1
196021,953719,Eixample,l'Antiga Esquerra de l'Eixample,41.38796,2.15946,Entire home/apt,310,5,248,2019-10-21,2.51,3
196196,567180,Eixample,la Sagrada Família,41.40625,2.17512,Entire home/apt,220,30,88,2019-04-28,0.89,13
198958,971768,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735,2.21294,Entire home/apt,190,1,58,2019-10-28,0.63,15
199422,971768,Eixample,el Fort Pienc,41.3969,2.1823,Entire home/apt,75,1,79,2019-10-24,0.8,15
199794,440825,Eixample,l'Antiga Esquerra de l'Eixample,41.38336,2.15853,Private room,35,1,91,2019-10-20,1.2,1
206122,1013855,Gràcia,la Vila de Gràcia,41.3984,2.15801,Entire home/apt,96,3,163,2019-10-28,1.69,5
206167,1014050,Sants-Montjuïc,el Poble Sec,41.37406,2.16524,Entire home/apt,120,3,88,2019-11-03,0.9,1
206846,612665,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38743,2.17847,Entire home/apt,128,31,77,2019-10-09,0.82,8
209673,1033366,Gràcia,la Vila de Gràcia,41.39895,2.15742,Entire home/apt,77,2,246,2019-10-24,2.95,1
213296,1100014,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771,2.1763,Private room,40,3,285,2019-10-26,3.13,3
213368,1037730,Gràcia,la Salut,41.413,2.159,Private room,55,2,50,2019-10-09,0.51,2
213581,1100014,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38818,2.17571,Private room,32,3,234,2019-10-11,2.48,3
214970,1110014,Sants-Montjuïc,el Poble Sec,41.37171,2.16412,Private room,35,4,140,2019-11-06,1.55,1
216699,1118232,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.17796,Private room,42,3,288,2019-10-06,3.01,1
218503,1130143,Sant Martí,el Poblenou,41.39765,2.20739,Private room,30,3,53,2019-10-07,0.58,2
228638,1190018,Gràcia,Vallcarca i els Penitents,41.41153,2.14695,Private room,40,2,18,2019-09-25,0.2,1
232400,4369049,Gràcia,la Vila de Gràcia,41.39745,2.1549,Entire home/apt,95,3,279,2019-10-21,3,2
234375,1227290,Eixample,el Fort Pienc,41.39918,2.1752,Entire home/apt,105,5,38,2019-11-03,0.93,1
238703,567180,Eixample,la Sagrada Família,41.40571,2.17505,Entire home/apt,149,2,62,2018-08-13,0.95,13
239492,1255733,Sants-Montjuïc,el Poble Sec,41.37026,2.16103,Private room,44,4,195,2019-10-12,2.02,2
239821,1257705,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607,2.14534,Entire home/apt,142,1,26,2019-08-09,0.45,3
250016,1310304,Ciutat Vella,el Barri Gòtic,41.38732,2.17367,Entire home/apt,65,50,2,2019-05-17,0.02,29
251424,1318630,Eixample,la Dreta de l'Eixample,41.38957,2.1625,Private room,60,2,47,2019-02-26,0.72,4
252232,1298586,Sant Martí,Sant Martí de Provençals,41.41531,2.20069,Entire home/apt,83,2,111,2019-10-08,1.19,6
255195,1310304,Ciutat Vella,el Raval,41.38151,2.17187,Entire home/apt,41,32,13,2019-08-18,0.14,29
256354,1348378,Gràcia,Vallcarca i els Penitents,41.41446,2.13945,Private room,23,30,46,2019-11-06,0.5,2
256628,742068,Ciutat Vella,el Raval,41.37654,2.17385,Private room,40,2,240,2019-10-26,2.51,2
256677,1350468,Ciutat Vella,el Barri Gòtic,41.38065,2.17629,Private room,50,3,154,2019-10-24,1.69,1
256982,1352184,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406,2.17926,Private room,40,3,106,2019-10-23,1.16,1
261750,1369675,Gràcia,la Vila de Gràcia,41.39809,2.15839,Entire home/apt,350,3,12,2019-07-21,0.13,4
264125,1377744,Sant Martí,el Camp de l'Arpa del Clot,41.41242,2.17624,Entire home/apt,89,4,228,2019-10-23,2.44,2
268017,1405013,Eixample,la Dreta de l'Eixample,41.3939,2.17154,Entire home/apt,199,1,8,2019-05-13,0.09,16
268022,1405013,Eixample,la Dreta de l'Eixample,41.39288,2.16987,Entire home/apt,199,1,9,2019-05-02,0.26,16
268417,1406951,Eixample,la Nova Esquerra de l'Eixample,41.37687,2.14979,Private room,36,3,194,2019-10-28,2.62,1
269467,1411775,Eixample,la Sagrada Família,41.40338,2.17685,Entire home/apt,110,7,52,2019-11-02,2.3,3
270050,1414100,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38466,2.18,Private room,48,1,424,2019-10-26,4.38,2
271996,155686,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279,2.16612,Entire home/apt,51,31,13,2018-08-15,0.13,2
272282,1425070,Eixample,la Nova Esquerra de l'Eixample,41.38237,2.15769,Entire home/apt,290,3,283,2019-10-24,3.16,1
273229,1429552,Eixample,Sant Antoni,41.37704,2.15782,Entire home/apt,72,7,129,2019-10-29,1.42,1
273932,1432835,Eixample,l'Antiga Esquerra de l'Eixample,41.39053,2.15794,Entire home/apt,100,3,164,2019-10-22,1.74,37
275336,1435464,Eixample,la Nova Esquerra de l'Eixample,41.38294,2.15728,Entire home/apt,130,3,96,2019-11-04,1.09,20
275346,1435464,Sarrià-Sant Gervasi,Sarrià,41.3924,2.12314,Entire home/apt,215,3,40,2019-09-24,0.45,20
275350,1435464,Ciutat Vella,el Raval,41.3796,2.17352,Entire home/apt,100,32,49,2019-08-10,0.71,20
275889,1435464,Ciutat Vella,el Raval,41.38191,2.1714,Entire home/apt,72,32,9,2018-10-20,0.1,20
276324,1443815,Gràcia,la Vila de Gràcia,41.40098,2.16085,Entire home/apt,90,5,57,2019-11-03,0.62,1
276527,1444707,Gràcia,el Coll,41.42027,2.14873,Entire home/apt,95,2,332,2019-11-09,3.52,2
278036,1451449,Eixample,la Dreta de l'Eixample,41.3902,2.16674,Private room,45,5,169,2019-10-23,1.83,6
279439,1457147,Ciutat Vella,el Raval,41.37889,2.17314,Private room,50,2,144,2019-10-27,1.53,3
281978,1451449,Eixample,la Dreta de l'Eixample,41.39111,2.16677,Private room,45,5,122,2019-10-24,1.28,6
281985,1451449,Eixample,la Dreta de l'Eixample,41.39316,2.16559,Private room,30,4,155,2019-10-27,1.62,6
282679,1354169,Eixample,Sant Antoni,41.38034,2.15823,Entire home/apt,225,4,28,2019-10-14,0.32,3
283231,1475411,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.18665,Entire home/apt,85,1,198,2019-10-28,2.1,1
286105,1489008,Eixample,el Fort Pienc,41.40034,2.183,Private room,40,30,1,2014-06-03,0.02,1
288034,1447144,Eixample,la Nova Esquerra de l'Eixample,41.38791,2.15064,Entire home/apt,80,3,18,2019-10-20,0.2,90
288781,1411775,Ciutat Vella,el Raval,41.37806,2.16472,Entire home/apt,47,32,0,NA,NA,3
289405,1503151,Ciutat Vella,el Barri Gòtic,41.38178,2.17463,Private room,33,32,5,2017-08-14,0.05,83
289600,1503151,Ciutat Vella,el Barri Gòtic,41.38296,2.17411,Private room,33,32,1,2014-06-30,0.02,83
289616,1503151,Ciutat Vella,el Barri Gòtic,41.38373,2.17412,Private room,29,32,2,2018-02-22,0.02,83
289761,1503151,Ciutat Vella,el Barri Gòtic,41.38292,2.17422,Private room,27,32,0,NA,NA,83
290592,1377744,Eixample,la Sagrada Família,41.41087,2.17644,Entire home/apt,69,4,229,2019-10-21,2.49,2
295200,612665,Gràcia,la Vila de Gràcia,41.40771,2.15987,Entire home/apt,110,3,148,2019-10-08,1.56,8
296287,1503151,Ciutat Vella,el Barri Gòtic,41.38295,2.17484,Private room,24,32,10,2019-09-21,2.13,83
297066,1541784,Sants-Montjuïc,el Poble Sec,41.37336,2.16997,Entire home/apt,126,1,575,2019-11-01,6.14,1
302179,1432835,Eixample,l'Antiga Esquerra de l'Eixample,41.38817,2.15876,Entire home/apt,90,3,168,2019-10-19,1.89,37
305213,1570247,Eixample,Sant Antoni,41.37669,2.16532,Entire home/apt,126,7,249,2019-10-22,2.77,1
308166,1561612,Eixample,la Dreta de l'Eixample,41.39253,2.15888,Entire home/apt,195,3,176,2019-11-01,1.89,1
315769,1994100,Eixample,la Sagrada Família,41.40577,2.17324,Entire home/apt,100,3,16,2019-09-24,0.17,3
318865,1608447,Gràcia,la Vila de Gràcia,41.40048,2.158,Entire home/apt,76,3,208,2019-11-04,2.28,1
320506,1642180,Sants-Montjuïc,el Poble Sec,41.37186,2.16803,Entire home/apt,115,4,50,2019-01-02,0.53,1
322268,1650460,Ciutat Vella,el Barri Gòtic,41.37949,2.17725,Entire home/apt,60,32,89,2019-10-13,0.95,1
323854,1657312,Eixample,la Sagrada Família,41.40658,2.17549,Private room,30,1,21,2014-07-29,0.22,1
327133,1451449,Eixample,la Dreta de l'Eixample,41.39309,2.16738,Private room,28,5,170,2019-10-17,1.81,6
330248,880805,Eixample,Sant Antoni,41.38296,2.16275,Private room,50,2,13,2019-09-28,0.14,1
330723,1687383,Ciutat Vella,el Raval,41.37729,2.17225,Private room,30,14,58,2019-10-25,0.65,2
330766,1687524,Eixample,la Dreta de l'Eixample,41.39074,2.17306,Entire home/apt,120,5,170,2019-07-06,1.85,1
330957,893805,Eixample,la Dreta de l'Eixample,41.39831,2.17174,Entire home/apt,111,2,412,2019-11-05,4.41,7
331026,440881,Eixample,Sant Antoni,41.3785,2.16132,Private room,27,4,174,2019-10-18,1.89,1
333190,1697782,Eixample,el Fort Pienc,41.4012,2.18139,Private room,18,3,206,2019-11-04,2.28,3
337755,1716315,Sant Martí,la Vila Olímpica del Poblenou,41.39181,2.19263,Entire home/apt,95,3,3,2017-03-13,0.04,7
342641,1738696,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42882,2.10123,Entire home/apt,90,2,76,2019-11-05,1.02,1
343622,1743695,Sants-Montjuïc,Hostafrancs,41.3765,2.14385,Entire home/apt,115,5,102,2019-10-12,1.79,1
343859,1744516,Gràcia,la Vila de Gràcia,41.40004,2.16318,Entire home/apt,137,3,11,2019-09-16,0.17,21
343861,1744516,Gràcia,la Vila de Gràcia,41.40219,2.16311,Entire home/apt,125,3,17,2019-10-04,0.32,21
343864,1744516,Gràcia,la Vila de Gràcia,41.40656,2.15732,Entire home/apt,149,3,14,2019-10-20,0.21,21
343866,1744516,Gràcia,la Vila de Gràcia,41.40545,2.15719,Entire home/apt,145,3,31,2019-10-07,0.39,21
346018,1753990,Sant Martí,el Parc i la Llacuna del Poblenou,41.39196,2.18784,Private room,70,2,17,2019-10-09,0.19,1
351395,1435464,Eixample,el Fort Pienc,41.39362,2.18183,Entire home/apt,125,3,35,2019-10-12,0.45,20
352772,1786501,Eixample,la Nova Esquerra de l'Eixample,41.38084,2.15047,Entire home/apt,145,2,98,2019-09-22,1.41,1
353640,1791076,Ciutat Vella,el Barri Gòtic,41.38109,2.17855,Entire home/apt,110,2,125,2019-11-04,1.85,2
357576,1809535,Gràcia,la Vila de Gràcia,41.39994,2.15211,Entire home/apt,126,1,186,2019-11-01,2.08,2
357958,1809119,Eixample,l'Antiga Esquerra de l'Eixample,41.38736,2.15547,Private room,65,2,141,2019-11-06,1.73,1
359841,1820272,Sant Martí,el Poblenou,41.40331,2.20929,Entire home/apt,60,2,327,2019-10-23,3.62,6
363601,1837053,Ciutat Vella,el Raval,41.37781,2.17345,Entire home/apt,60,32,26,2018-08-23,0.3,2
363739,1837622,Sants-Montjuïc,la Bordeta,41.36961,2.13847,Private room,25,2,51,2019-11-02,0.63,1
364030,1839136,Eixample,Sant Antoni,41.3756,2.16127,Entire home/apt,175,3,270,2019-10-24,2.89,1
365911,1260560,Eixample,la Nova Esquerra de l'Eixample,41.37977,2.15495,Entire home/apt,119,3,68,2019-11-04,0.77,4
370665,1447144,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38458,2.18118,Entire home/apt,90,28,0,NA,NA,90
374491,1818044,Ciutat Vella,el Barri Gòtic,41.37822,2.17798,Private room,40,2,133,2019-10-01,1.45,2
374561,1818044,Ciutat Vella,el Barri Gòtic,41.37744,2.17776,Private room,55,2,130,2019-10-26,1.43,2
377161,1444707,Gràcia,el Coll,41.41895,2.14928,Entire home/apt,80,2,341,2019-11-07,3.71,2
378998,1903257,Nou Barris,Vilapicina i la Torre Llobeta,41.42618,2.17423,Private room,20,1,0,NA,NA,1
379868,1906952,Eixample,la Sagrada Família,41.40642,2.17093,Private room,42,2,300,2019-10-27,3.31,2
380421,1414100,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38437,2.18,Private room,48,1,402,2019-10-27,4.34,2
380903,1725307,Eixample,la Dreta de l'Eixample,41.39656,2.17366,Entire home/apt,53,30,9,2019-07-31,0.1,1
382000,1915191,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.407,2.16823,Entire home/apt,110,4,185,2019-11-02,2.03,1
384063,1447144,Eixample,la Dreta de l'Eixample,41.39606,2.17605,Entire home/apt,90,1,9,2019-08-18,0.1,90
384155,1751133,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18125,Entire home/apt,64,32,69,2019-04-30,0.77,1
384464,674212,Eixample,la Dreta de l'Eixample,41.38855,2.16942,Entire home/apt,160,2,80,2019-11-07,0.87,8
384867,1926968,Eixample,l'Antiga Esquerra de l'Eixample,41.38777,2.16252,Private room,20,2,241,2019-10-25,2.66,2
385049,3775349,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38179,2.18179,Entire home/apt,172,1,202,2019-11-05,2.18,30
393717,1968590,Ciutat Vella,el Raval,41.37888,2.16744,Entire home/apt,83,2,301,2019-11-01,3.34,2
394692,1926968,Eixample,l'Antiga Esquerra de l'Eixample,41.38784,2.16119,Private room,28,2,317,2019-10-23,3.48,2
401481,2004002,Eixample,la Dreta de l'Eixample,41.39186,2.1724,Private room,45,2,381,2019-11-09,4.13,2
401990,2006133,Eixample,l'Antiga Esquerra de l'Eixample,41.38962,2.16137,Private room,50,2,117,2019-09-29,1.3,2
402633,2009370,Sants-Montjuïc,el Poble Sec,41.37424,2.17044,Entire home/apt,250,3,201,2019-10-22,2.74,4
402657,1117598,Sants-Montjuïc,el Poble Sec,41.3736,2.15934,Entire home/apt,95,3,233,2019-10-19,2.65,1
408127,2032512,Eixample,Sant Antoni,41.37578,2.16537,Private room,25,3,9,2019-11-01,0.24,1
408599,2034854,Sants-Montjuïc,el Poble Sec,41.3745,2.1583,Entire home/apt,75,1,319,2019-11-05,3.46,1
410159,2041901,Eixample,el Fort Pienc,41.39947,2.17581,Entire home/apt,125,3,99,2019-10-15,1.08,15
412649,542867,Sants-Montjuïc,la Font de la Guatlla,41.37112,2.14866,Entire home/apt,67,2,171,2019-10-20,1.86,2
414786,1451449,Eixample,la Dreta de l'Eixample,41.39154,2.16766,Private room,28,5,160,2019-10-21,1.74,6
415892,366654,Eixample,la Dreta de l'Eixample,41.39014,2.1763,Entire home/apt,460,3,56,2018-04-25,0.61,10
416704,1984642,Eixample,el Fort Pienc,41.40002,2.18135,Private room,50,2,25,2019-06-23,0.27,1
417239,2074943,Gràcia,la Vila de Gràcia,41.40228,2.15742,Entire home/apt,97,30,94,2019-10-12,1.2,1
424137,2108468,Ciutat Vella,el Raval,41.37949,2.17429,Hotel room,200,1,18,2018-07-27,0.22,11
425639,2116153,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40725,2.14678,Entire home/apt,400,5,53,2019-10-16,0.81,1
430585,2108468,Ciutat Vella,el Raval,41.37841,2.17479,Hotel room,200,2,15,2018-08-09,0.19,11
431331,400416,Gràcia,la Vila de Gràcia,41.40098,2.15514,Entire home/apt,48,32,10,2017-11-02,0.19,5
432482,898600,Eixample,la Dreta de l'Eixample,41.39288,2.16313,Entire home/apt,180,3,212,2019-11-05,2.36,2
437886,2004002,Eixample,la Dreta de l'Eixample,41.3912,2.17238,Private room,50,2,246,2019-07-27,2.7,2
438102,2176121,Eixample,el Fort Pienc,41.39776,2.18173,Private room,45,3,115,2019-08-09,1.26,2
438123,134698,Horta-Guinardó,el Baix Guinardó,41.40947,2.16947,Entire home/apt,200,3,52,2019-10-20,0.99,1
439057,2181314,Gràcia,la Vila de Gràcia,41.40047,2.15907,Entire home/apt,126,2,251,2019-11-02,2.79,1
440427,2041901,Eixample,la Sagrada Família,41.40254,2.17689,Entire home/apt,120,3,86,2019-10-16,1.01,15
440840,1457147,Ciutat Vella,el Raval,41.38012,2.17106,Private room,50,2,105,2019-09-29,1.18,3
440841,1457147,Ciutat Vella,el Raval,41.37855,2.17109,Private room,50,2,88,2019-10-16,1.15,3
443110,2201772,Eixample,l'Antiga Esquerra de l'Eixample,41.38851,2.15273,Entire home/apt,250,4,39,2019-06-03,0.43,11
443222,2202284,Eixample,la Sagrada Família,41.41032,2.17524,Entire home/apt,129,3,90,2019-10-19,1.01,8
443909,2204578,Ciutat Vella,el Barri Gòtic,41.37917,2.17711,Private room,60,4,302,2019-11-05,3.46,1
446665,2218343,Sants-Montjuïc,la Marina de Port,41.36758,2.13968,Private room,34,1,52,2019-09-24,0.64,2
449854,1267680,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38807,2.17922,Entire home/apt,120,3,117,2019-11-02,1.29,5
451758,1267680,Ciutat Vella,el Raval,41.38201,2.16618,Entire home/apt,100,3,116,2019-10-31,1.29,5
456333,2268672,Eixample,la Dreta de l'Eixample,41.39731,2.17468,Private room,28,1,43,2017-11-01,0.48,1
457195,1405013,Eixample,la Dreta de l'Eixample,41.39413,2.17014,Entire home/apt,226,1,9,2019-10-28,0.25,16
459502,2242469,Eixample,Sant Antoni,41.38191,2.16332,Private room,50,2,29,2019-10-27,0.45,1
